wave, intensity
2267.086, 67.20906
2269.014, 66.83743
2270.943, 66.06615
2272.871, 65.49109
2274.800, 65.08101
2276.728, 63.05214
2278.657, 65.82847
2280.585, 67.42381
2282.514, 67.90170
2284.442, 63.91505
2286.371, 65.69343
2288.299, 65.16142
2290.228, 64.53471
2292.156, 67.12442
2294.084, 63.78713
2296.013, 66.32588
2297.941, 66.51900
2299.870, 67.78568
2301.798, 66.72771
2303.727, 66.38779
2305.655, 68.37316
2307.584, 69.07101
2309.512, 67.74545
2311.441, 69.08037
2313.369, 65.66187
2315.298, 66.41457
2317.226, 68.96689
2319.155, 67.75824
2321.083, 69.13562
2323.011, 69.52808
2324.940, 65.44455
2326.868, 69.14525
2328.797, 69.47955
2330.725, 66.35721
2332.654, 69.79123
2334.582, 67.14542
2336.511, 66.66975
2338.439, 67.82720
2340.368, 67.28220
2342.296, 69.42133
2344.225, 68.97465
2346.153, 68.29688
2348.082, 68.62740
2350.010, 66.10081
2351.938, 68.87466
2353.867, 68.02791
2355.795, 68.98086
2357.724, 70.34179
2359.652, 68.57912
2361.581, 70.12333
2363.509, 66.53936
2365.438, 67.24634
2367.366, 67.49122
2369.295, 70.47880
2371.223, 66.91982
2373.152, 70.42620
2375.080, 71.07826
2377.009, 71.44807
2378.937, 71.91634
2380.865, 72.17075
2382.794, 71.81326
2384.722, 71.07613
2386.651, 69.96731
2388.579, 68.89648
2390.508, 69.18156
2392.436, 70.42664
2394.365, 70.35595
2396.293, 69.44032
2398.222, 72.87147
2400.150, 72.61172
2402.079, 72.59729
2404.007, 76.09635
2405.936, 72.83008
2407.864, 76.73568
2409.792, 79.28474
2411.721, 79.23433
2413.649, 79.56238
2415.578, 80.97890
2417.506, 82.54471
2419.435, 84.31656
2421.363, 85.53716
2423.292, 85.11723
2425.220, 85.07089
2427.149, 86.70823
2429.077, 88.89478
2431.006, 90.36375
2432.934, 92.42105
2434.863, 97.13729
2436.791, 102.5061
2438.719, 106.2995
2440.648, 108.7786
2442.576, 110.1428
2444.505, 110.6869
2446.433, 111.2463
2448.362, 111.7001
2450.290, 111.2046
2452.219, 111.0507
2454.147, 110.6120
2456.076, 109.5593
2458.004, 109.1327
2459.933, 107.8529
2461.861, 106.5518
2463.790, 105.3364
2465.718, 103.9431
2467.646, 102.2044
2469.575, 100.5789
2471.503, 99.10474
2473.432, 97.76102
2475.360, 96.52162
2477.289, 95.53034
2479.217, 95.12965
2481.146, 94.31532
2483.074, 91.81149
2485.003, 90.16970
2486.931, 91.54890
2488.860, 92.73895
2490.788, 91.78376
2492.717, 90.21114
2494.645, 88.89027
2496.573, 87.63332
2498.502, 85.62630
2500.430, 84.28613
2502.359, 85.78349
2504.287, 88.05887
2506.216, 88.56751
2508.144, 87.94322
2510.073, 86.77465
2512.001, 85.56152
2513.930, 85.99247
2515.858, 84.85956
2517.787, 84.50496
2519.715, 84.27513
2521.644, 83.62825
2523.572, 84.34084
2525.500, 84.20187
2527.429, 83.19453
2529.357, 81.94327
2531.286, 80.19994
2533.214, 80.31633
2535.143, 82.44753
2537.071, 84.26475
2539.000, 85.67425
2540.928, 85.91415
2542.857, 84.69605
2544.785, 83.18392
2546.714, 80.29430
2548.642, 79.57339
2550.571, 82.47507
2552.499, 84.03327
2554.427, 83.18306
2556.356, 82.40148
2558.284, 81.89975
2560.213, 82.42721
2562.141, 85.19058
2564.070, 87.41250
2565.998, 88.59103
2567.927, 88.77041
2569.855, 87.00552
2571.784, 85.71565
2573.712, 85.31375
2575.641, 86.23122
2577.569, 90.39370
2579.498, 93.51086
2581.426, 91.99922
2583.354, 90.56410
2585.283, 92.58147
2587.211, 94.98244
2589.140, 95.52270
2591.068, 95.96140
2592.997, 97.49249
2594.925, 99.46519
2596.854, 101.6055
2598.782, 103.6155
2600.711, 105.4226
2602.639, 106.6857
2604.568, 106.1808
2606.496, 105.7082
2608.425, 107.9028
2610.353, 110.9614
2612.281, 112.8823
2614.210, 114.1667
2616.138, 115.0545
2618.067, 116.1380
2619.995, 118.3376
2621.924, 121.4755
2623.852, 125.9083
2625.781, 130.5986
2627.709, 132.7398
2629.638, 133.9914
2631.566, 137.8980
2633.495, 143.6788
2635.423, 149.4971
2637.352, 155.3976
2639.280, 161.2086
2641.208, 167.3212
2643.137, 175.1889
2645.065, 184.5006
2646.994, 194.5450
2648.922, 205.0065
2650.851, 214.2672
2652.779, 222.6920
2654.708, 232.0298
2656.636, 242.4051
2658.565, 255.2895
2660.493, 264.9622
2662.422, 280.3276
2664.350, 287.8277
2666.279, 298.7888
2668.207, 312.6909
2670.135, 323.5378
2672.064, 331.6192
2673.992, 339.1842
2675.921, 346.7127
2677.849, 357.5541
2679.778, 371.5117
2681.706, 383.9273
2683.635, 394.8575
2685.563, 406.0211
2687.492, 417.4280
2689.420, 430.0555
2691.349, 443.5383
2693.277, 455.0143
2695.206, 464.4600
2697.134, 474.5936
2699.063, 485.4658
2700.991, 498.2157
2702.919, 512.9286
2704.848, 530.3127
2706.776, 550.2333
2708.705, 571.3566
2710.633, 593.5483
2712.562, 615.2635
2714.490, 636.3609
2716.419, 652.3409
2718.347, 663.0313
2720.276, 666.9814
2722.204, 664.2150
2724.133, 654.6208
2726.061, 641.1291
2727.990, 618.8848
2729.918, 595.8287
2731.846, 565.4747
2733.775, 528.9174
2735.703, 495.7928
2737.632, 465.8042
2739.560, 436.0582
2741.489, 406.8295
2743.417, 379.8691
2745.346, 355.0054
2747.274, 330.0886
2749.203, 305.5345
2751.131, 282.4706
2753.060, 261.2833
2754.988, 243.8714
2756.917, 225.9833
2758.845, 210.6721
2760.773, 197.0036
2762.702, 184.1491
2764.630, 173.9807
2766.559, 164.0428
2768.487, 154.9313
2770.416, 148.5633
2772.344, 144.2527
2774.273, 140.9593
2776.201, 137.9192
2778.130, 132.5561
2780.058, 129.6530
2781.987, 123.7674
2783.915, 122.2937
2785.844, 119.0330
2787.772, 115.3067
2789.700, 113.8589
2791.629, 112.9334
2793.557, 109.1442
2795.486, 105.0631
2797.414, 103.9623
2799.343, 104.1261
2801.271, 104.0724
2803.200, 103.5680
2805.128, 101.8384
2807.057, 100.1518
2808.985, 99.71864
2810.914, 99.67738
2812.842, 99.66939
2814.771, 99.30216
2816.699, 97.85706
2818.627, 96.51675
2820.556, 96.19289
2822.484, 95.87534
2824.413, 95.00281
2826.341, 93.89059
2828.270, 92.24490
2830.198, 91.10213
2832.127, 91.32640
2834.055, 91.20956
2835.984, 89.22309
2837.912, 88.64165
2839.841, 92.53309
2841.769, 94.78399
2843.698, 93.36472
2845.626, 91.34740
2847.554, 88.80507
2849.483, 87.33833
2851.411, 87.91003
2853.340, 88.00355
2855.268, 86.48856
2857.197, 86.58733
2859.125, 88.93514
2861.054, 89.88432
2862.982, 88.85513
2864.911, 87.80312
2866.839, 86.67493
2868.768, 86.90520
2870.696, 88.60711
2872.625, 89.50167
2874.553, 89.51615
2876.481, 88.11369
2878.410, 88.77949
2880.338, 86.03099
2882.267, 88.73282
2884.195, 90.25426
2886.124, 90.56242
2888.052, 88.92697
2889.981, 86.35945
2891.909, 84.97694
2893.838, 84.45257
2895.766, 84.20456
2897.695, 84.33761
2899.623, 85.48240
2901.552, 86.56783
2903.480, 86.13059
2905.408, 85.35410
2907.337, 85.75146
2909.265, 85.81173
2911.194, 83.57740
2913.122, 82.03162
2915.051, 83.95022
2916.979, 85.57128
2918.908, 84.75095
2920.836, 83.70621
2922.765, 82.89567
2924.693, 82.51791
2926.622, 82.83974
2928.550, 83.10529
2930.479, 82.95714
2932.407, 83.16696
2934.335, 83.27148
2936.264, 83.40463
2938.192, 83.73264
2940.121, 83.67895
2942.049, 83.67725
2943.978, 84.20840
2945.906, 83.36619
2947.835, 83.57252
2949.763, 83.29103
2951.692, 84.42879
2953.620, 83.47839
2955.549, 83.84306
2957.477, 84.65700
2959.406, 82.78051
2961.334, 80.26242
2963.262, 80.40561
2965.191, 81.86646
2967.119, 83.83121
2969.048, 85.11767
2970.976, 83.38233
2972.905, 82.17498
2974.833, 85.76034
2976.762, 87.78497
2978.690, 81.96357
2980.619, 78.63078
2982.547, 82.51868
2984.476, 85.51099
2986.404, 84.82127
2988.333, 83.96702
2990.261, 83.46535
2992.189, 83.29205
2994.118, 83.45484
2996.046, 83.95988
2997.975, 84.18936
2999.903, 85.30851
3001.832, 85.34077
3003.760, 86.07118
3005.689, 87.09245
3007.617, 85.52563
3009.546, 86.04684
3011.474, 83.19755
3013.403, 84.83810
3015.331, 83.44750
3017.260, 81.89653
3019.188, 84.15773
3021.116, 87.00859
3023.045, 88.54723
3024.973, 88.47751
3026.902, 85.07214
3028.830, 82.54787
3030.759, 82.85805
3032.687, 83.33121
3034.616, 83.00074
3036.544, 82.83568
3038.473, 82.69241
3040.401, 84.08887
3042.330, 87.44822
3044.258, 89.62838
3046.187, 90.47723
3048.115, 88.54713
3050.043, 84.51777
3051.972, 83.70508
3053.900, 84.97184
3055.829, 84.66270
3057.757, 83.83622
3059.686, 84.89177
3061.614, 86.19209
3063.543, 86.11069
3065.471, 85.15405
3067.400, 82.32284
3069.328, 80.89010
3071.257, 83.59986
3073.185, 86.03135
3075.114, 86.71971
3077.042, 87.14233
3078.970, 88.10839
3080.899, 87.65842
3082.827, 85.48955
3084.756, 84.22414
3086.684, 84.09128
3088.613, 84.74119
3090.541, 86.03459
3092.470, 87.39763
3094.398, 88.36130
3096.327, 87.15493
3098.255, 85.22124
3100.184, 84.95258
3102.112, 84.84944
3104.041, 82.43781
3105.969, 80.96610
3107.897, 83.10978
3109.826, 85.52438
3111.754, 87.57718
3113.683, 87.97581
3115.611, 88.86295
3117.540, 88.65883
3119.468, 87.81583
3121.397, 87.85339
3123.325, 87.89294
3125.254, 85.54032
3127.182, 88.51334
3129.111, 90.54337
3131.039, 91.19962
3132.968, 87.88956
3134.896, 84.23386
3136.824, 85.97768
3138.753, 88.59222
3140.681, 87.82973
3142.610, 87.71974
3144.538, 91.74398
3146.467, 93.58155
3148.395, 90.30794
3150.324, 88.41396
3152.252, 90.34286
3154.181, 89.82784
3156.109, 86.82987
3158.038, 85.87287
3159.966, 86.93330
3161.895, 88.79753
3163.823, 90.86767
3165.751, 91.35337
3167.680, 91.18861
3169.608, 91.31410
3171.537, 91.65002
3173.465, 92.15519
3175.394, 92.83520
3177.322, 93.91080
3179.251, 94.60595
3181.179, 94.61687
3183.108, 94.43644
3185.036, 94.20817
3186.965, 92.16828
3188.893, 92.63487
3190.822, 88.84496
3192.750, 91.66901
3194.678, 90.70728
3196.607, 88.65026
3198.535, 90.27751
3200.464, 92.31511
3202.392, 90.88930
3204.321, 90.02445
3206.249, 92.06370
3208.178, 93.94044
3210.106, 94.64041
3212.035, 94.83079
3213.963, 94.46951
3215.892, 93.89013
3217.820, 93.36910
3219.749, 96.69524
3221.677, 102.6799
3223.605, 107.1233
3225.534, 110.6348
3227.462, 114.3979
3229.391, 117.4882
3231.319, 118.5754
3233.248, 119.3754
3235.176, 119.2083
3237.105, 122.6813
3239.033, 134.1726
3240.962, 142.6593
3242.890, 147.5618
3244.819, 152.7780
3246.747, 157.9367
3248.676, 159.8381
3250.604, 158.5405
3252.532, 153.0923
3254.461, 145.6386
3256.389, 137.6689
3258.318, 129.9853
3260.246, 122.4393
3262.175, 116.7900
3264.103, 114.2986
3266.032, 110.7371
3267.960, 104.8091
3269.889, 98.72909
3271.817, 92.91401
3273.746, 93.16919
3275.674, 96.62113
3277.603, 94.96477
3279.531, 91.88863
3281.459, 92.40832
3283.388, 93.41568
3285.316, 92.89497
3287.245, 92.36712
3289.173, 92.26974
3291.102, 92.31636
3293.030, 92.51507
3294.959, 92.48034
3296.887, 92.16592
3298.816, 90.31178
3300.744, 87.93187
3302.673, 86.94005
3304.601, 87.30441
3306.530, 90.24751
3308.458, 92.58471
3310.386, 92.45602
3312.315, 91.63883
3314.243, 89.95019
3316.172, 89.63533
3318.100, 89.42209
3320.029, 90.93599
3321.957, 90.15673
3323.886, 90.80075
3325.814, 91.95946
3327.743, 91.62540
3329.671, 91.35556
3331.600, 93.18706
3333.528, 94.24496
3335.457, 93.49829
3337.385, 91.77266
3339.313, 88.21436
3341.242, 87.84774
3343.170, 90.48038
3345.099, 93.44278
3347.027, 95.60165
3348.956, 93.04000
3350.884, 89.81021
3352.813, 90.82706
3354.741, 92.31784
3356.670, 92.64310
3358.598, 92.16006
3360.527, 90.65868
3362.455, 90.33973
3364.384, 91.39737
3366.312, 91.29217
3368.240, 90.48282
3370.169, 90.47549
3372.097, 91.03996
3374.026, 92.69317
3375.954, 93.50320
3377.883, 91.75552
3379.811, 90.65801
3381.740, 91.51633
3383.668, 90.90081
3385.597, 91.79840
3387.525, 89.99193
3389.454, 93.69034
3391.382, 96.14507
3393.311, 96.94244
3395.239, 94.27446
3397.167, 91.78407
3399.096, 91.37554
3401.024, 91.76975
3402.953, 93.01612
3404.881, 92.84068
3406.810, 91.19151
3408.738, 90.71206
3410.667, 91.21407
3412.595, 92.72234
3414.524, 94.19045
3416.452, 94.97224
3418.381, 94.64230
3420.309, 95.21690
3422.238, 91.74297
3424.166, 94.39663
3426.094, 94.63161
3428.023, 92.88570
3429.951, 94.39351
3431.880, 92.90038
3433.808, 94.19027
3435.737, 91.32829
3437.665, 90.39639
3439.594, 90.17149
3441.522, 90.51627
3443.451, 90.88284
3445.379, 91.26772
3447.308, 92.21903
3449.236, 93.28218
3451.165, 92.54877
3453.093, 91.78952
3455.021, 92.63027
3456.950, 94.46194
3458.878, 98.80188
3460.807, 99.63400
3462.735, 96.06997
3464.664, 94.08784
3466.592, 93.82396
3468.521, 94.95557
3470.449, 96.05419
3472.378, 94.78703
3474.306, 93.33241
3476.235, 92.76176
3478.163, 93.21113
3480.092, 95.02592
3482.020, 95.81019
3483.948, 95.48787
3485.877, 94.55510
3487.805, 93.98771
3489.734, 96.18369
3491.662, 98.49568
3493.591, 99.51827
3495.519, 98.83847
3497.448, 99.49339
3499.376, 94.38490
3501.305, 97.63216
3503.233, 96.22800
3505.162, 93.16444
3507.090, 95.79449
3509.019, 98.89739
3510.947, 98.96388
3512.875, 97.55653
3514.804, 98.74976
3516.732, 98.51070
3518.661, 97.81246
3520.589, 98.54914
3522.518, 97.10349
3524.446, 95.42383
3526.375, 94.21175
3528.303, 93.36272
3530.232, 94.76632
3532.160, 99.68008
3534.089, 101.7147
3536.017, 100.2991
3537.946, 97.15770
3539.874, 94.29054
3541.802, 96.85825
3543.731, 99.91877
3545.659, 100.1463
3547.588, 99.02303
3549.516, 100.2332
3551.445, 96.56947
3553.373, 99.08361
3555.302, 97.26436
3557.230, 94.55334
3559.159, 96.56013
3561.087, 99.13752
3563.016, 100.3212
3564.944, 100.1891
3566.873, 98.31637
3568.801, 97.39224
3570.729, 97.21281
3572.658, 96.17233
3574.586, 95.78258
3576.515, 96.10040
3578.443, 95.91676
3580.372, 97.97395
3582.300, 97.15334
3584.229, 100.0956
3586.157, 102.2072
3588.086, 103.2420
3590.014, 102.7966
3591.943, 101.1820
3593.871, 97.50309
3595.800, 95.76359
3597.728, 98.69192
3599.656, 100.1710
3601.585, 100.4290
3603.513, 101.1214
3605.442, 101.9018
3607.370, 102.2625
3609.299, 102.3703
3611.227, 103.0210
3613.156, 101.1921
3615.084, 96.61115
3617.013, 95.52818
3618.941, 97.05711
3620.870, 99.25721
3622.798, 101.1028
3624.727, 101.4826
3626.655, 102.1286
3628.583, 103.8481
3630.512, 103.5517
3632.440, 101.6175
3634.369, 101.4859
3636.297, 101.8560
3638.226, 100.6173
3640.154, 100.0178
3642.083, 101.5710
3644.011, 103.0629
3645.940, 104.3551
3647.868, 105.2175
3649.797, 105.8190
3651.725, 106.7711
3653.654, 107.1225
3655.582, 105.5182
3657.510, 105.1437
3659.439, 106.4541
3661.367, 104.4321
3663.296, 101.1273
3665.224, 105.0650
3667.153, 108.4462
3669.081, 102.5559
3671.010, 99.74142
3672.938, 102.7916
3674.867, 105.0969
3676.795, 106.1816
3678.724, 105.8798
3680.652, 104.8989
3682.581, 103.3288
3684.509, 102.7996
3686.438, 103.9845
3688.366, 105.4468
3690.294, 106.4653
3692.223, 101.5077
3694.151, 96.23972
3696.080, 97.98794
3698.008, 100.9646
3699.937, 103.6735
3701.865, 103.7738
3703.794, 101.4733
3705.722, 101.2134
3707.651, 102.2039
3709.579, 103.8495
3711.508, 105.0865
3713.436, 105.4522
3715.365, 105.0561
3717.293, 105.4993
3719.221, 104.3995
3721.150, 105.1413
3723.078, 104.7185
3725.007, 104.2583
3726.935, 104.1693
3728.864, 104.4776
3730.792, 105.1858
3732.721, 106.5524
3734.649, 107.6506
3736.578, 106.7397
3738.506, 105.7013
3740.435, 105.2897
3742.363, 105.3072
3744.292, 105.7135
3746.220, 106.1438
3748.148, 106.6260
3750.077, 106.8132
3752.005, 107.9351
3753.934, 107.4120
3755.862, 111.5005
3757.791, 106.9890
3759.719, 104.7986
3761.648, 105.0923
3763.576, 109.8922
3765.505, 112.6634
3767.433, 110.4384
3769.362, 107.4881
3771.290, 104.5872
3773.219, 104.4921
3775.147, 105.5132
3777.075, 106.0878
3779.004, 106.8750
3780.932, 108.2169
3782.861, 108.8957
3784.789, 108.7980
3786.718, 107.2862
3788.646, 105.8955
3790.575, 105.5743
3792.503, 106.2238
3794.432, 107.9182
3796.360, 109.1407
3798.289, 109.6097
3800.217, 108.9245
3802.146, 106.9077
3804.074, 102.3741
3806.002, 100.9801
3807.931, 103.0777
3809.859, 104.8215
3811.788, 105.9402
3813.716, 107.4678
3815.645, 108.8509
3817.573, 109.2074
3819.502, 109.9010
3821.430, 110.5709
3823.359, 109.9240
3825.287, 109.1661
3827.216, 108.3845
3829.144, 107.9182
3831.073, 107.9579
3833.001, 106.8028
3834.929, 105.5429
3836.858, 107.5188
3838.786, 109.4881
3840.715, 109.9016
3842.643, 108.1510
3844.572, 104.3834
3846.500, 103.4975
3848.429, 104.8855
3850.357, 109.2102
3852.286, 111.6064
3854.214, 110.4227
3856.143, 111.6061
3858.071, 114.2585
3860.000, 113.3706
3861.928, 111.5325
3863.856, 110.2101
3865.785, 109.5646
3867.713, 109.6070
3869.642, 110.6020
3871.570, 111.4161
3873.499, 111.3680
3875.427, 112.1402
3877.356, 111.3289
3879.284, 112.4896
3881.213, 112.1762
3883.141, 111.3799
3885.070, 110.8970
3886.998, 110.9533
3888.927, 111.5307
3890.855, 112.9837
3892.783, 110.7420
3894.712, 108.2381
3896.640, 112.6252
3898.569, 116.2857
3900.497, 116.4703
3902.426, 113.2987
3904.354, 109.4490
3906.283, 111.6588
3908.211, 114.0921
3910.140, 113.9479
3912.068, 115.6345
3913.997, 115.7824
3915.925, 117.9835
3917.854, 115.5167
3919.782, 116.4020
3921.710, 115.7609
3923.639, 113.2709
3925.567, 114.1010
3927.496, 116.6572
3929.424, 117.1940
3931.353, 116.7725
3933.281, 117.8452
3935.210, 117.4692
3937.138, 115.2756
3939.067, 114.9366
3940.995, 115.7736
3942.924, 117.7958
3944.852, 118.4000
3946.781, 117.5064
3948.709, 117.9640
3950.637, 119.0091
3952.566, 119.5696
3954.494, 119.5012
3956.423, 119.8917
3958.351, 119.0374
3960.280, 119.1790
3962.208, 118.2039
3964.137, 118.9677
3966.065, 117.6299
3967.994, 117.8213
3969.922, 119.5045
3971.851, 117.9341
3973.779, 117.3718
3975.708, 119.9716
3977.636, 119.4447
3979.564, 118.4439
3981.493, 119.8979
3983.421, 120.7047
3985.350, 121.3015
3987.278, 121.3930
3989.207, 121.8166
3991.135, 123.7974
3993.064, 123.7984
3994.992, 123.9328
3996.921, 121.6904
3998.849, 123.4034
4000.778, 121.8390
4002.706, 121.6747
4004.635, 124.0765
4006.563, 124.4901
4008.491, 121.9732
4010.420, 123.5901
4012.348, 126.6253
4014.277, 125.5139
4016.205, 123.6954
4018.134, 122.9042
4020.062, 123.5762
4021.991, 124.0333
4023.919, 125.0560
4025.848, 126.4936
4027.776, 128.2865
4029.705, 129.3027
4031.633, 128.8065
4033.562, 129.4305
4035.490, 128.8757
4037.418, 124.9655
4039.347, 124.5329
4041.275, 126.6420
4043.204, 128.0277
4045.132, 128.4939
4047.061, 128.4967
4048.989, 129.2300
4050.918, 129.6085
4052.846, 128.1135
4054.775, 127.1922
4056.703, 127.6887
4058.632, 128.7765
4060.560, 129.9703
4062.489, 131.4914
4064.417, 131.7681
4066.345, 132.1942
4068.274, 132.8499
4070.202, 131.7634
4072.131, 132.6306
4074.059, 131.8445
4075.988, 132.2790
4077.916, 130.0098
4079.845, 132.9469
4081.773, 134.2240
4083.702, 134.2653
4085.630, 132.5442
4087.559, 132.2134
4089.487, 133.6676
4091.416, 134.5018
4093.344, 134.6599
4095.272, 133.6894
4097.201, 132.8947
4099.129, 132.4710
4101.058, 134.4557
4102.986, 136.5469
4104.915, 135.4003
4106.843, 134.7992
4108.772, 135.2847
4110.700, 133.6144
4112.629, 132.1933
4114.557, 133.2682
4116.486, 134.6020
4118.414, 135.8151
4120.343, 136.9765
4122.271, 137.7767
4124.200, 138.0709
4126.128, 135.9158
4128.057, 137.5667
4129.985, 136.8411
4131.914, 135.3015
4133.842, 137.0904
4135.771, 139.1504
4137.699, 139.7718
4139.627, 139.9623
4141.556, 139.3708
4143.484, 140.2884
4145.413, 138.0685
4147.341, 140.8679
4149.270, 142.1214
4151.198, 141.2396
4153.126, 140.7206
4155.055, 141.2652
4156.983, 141.2168
4158.912, 140.8147
4160.840, 141.4187
4162.769, 143.6011
4164.697, 145.0862
4166.626, 144.9717
4168.554, 145.4659
4170.483, 146.8095
4172.411, 148.0141
4174.340, 148.2767
4176.268, 146.3195
4178.197, 148.1669
4180.125, 151.6514
4182.054, 148.9699
4183.982, 148.4445
4185.911, 153.1233
4187.839, 152.4658
4189.768, 151.3034
4191.696, 156.3223
4193.625, 160.1320
4195.553, 161.0619
4197.481, 160.0830
4199.410, 159.3323
4201.338, 162.8020
4203.267, 165.4195
4205.195, 165.6541
4207.124, 165.7711
4209.052, 165.2267
4210.980, 163.4133
4212.909, 164.2449
4214.837, 167.3233
4216.766, 166.0027
4218.694, 164.9893
4220.623, 170.1751
4222.551, 172.2923
4224.480, 171.6830
4226.408, 175.7280
4228.337, 179.5712
4230.265, 179.1589
4232.194, 179.8012
4234.122, 181.1972
4236.051, 180.3661
4237.979, 180.2623
4239.908, 182.4419
4241.836, 186.2546
4243.765, 189.9156
4245.693, 188.6103
4247.622, 189.0875
4249.550, 193.6829
4251.479, 198.2017
4253.407, 200.9458
4255.335, 198.2224
4257.264, 197.9297
4259.192, 201.4810
4261.121, 205.8035
4263.049, 208.9547
4264.978, 208.9026
4266.906, 207.2078
4268.834, 205.2656
4270.763, 210.2778
4272.691, 215.7970
4274.620, 217.4905
4276.548, 219.5737
4278.477, 221.9586
4280.405, 223.2622
4282.334, 223.7499
4284.262, 223.3673
4286.191, 225.2534
4288.119, 228.0383
4290.048, 228.8040
4291.976, 230.8709
4293.905, 231.7564
4295.833, 231.8257
4297.762, 233.0037
4299.690, 231.8090
4301.619, 231.9058
4303.547, 232.6858
4305.476, 230.0410
4307.404, 228.8557
4309.333, 227.6586
4311.261, 224.0315
4313.189, 224.4934
4315.118, 219.3001
4317.046, 217.5548
4318.975, 219.9936
4320.903, 218.9908
4322.832, 216.4397
4324.760, 215.1242
4326.688, 213.0158
4328.617, 209.6819
4330.545, 207.8291
4332.474, 204.4382
4334.402, 201.3839
4336.331, 198.4451
4338.259, 195.1221
4340.188, 192.0226
4342.116, 188.3810
4344.045, 185.7355
4345.973, 181.6900
4347.902, 178.8194
4349.830, 181.9290
4351.759, 183.0682
4353.687, 181.4520
4355.616, 178.6179
4357.544, 175.5408
4359.473, 172.4650
4361.401, 171.3214
4363.330, 171.3074
4365.258, 170.4334
4367.187, 171.1780
4369.115, 169.7877
4371.043, 168.9129
4372.972, 167.6091
4374.900, 166.4555
4376.829, 165.5965
4378.757, 164.8418
4380.686, 164.0962
4382.614, 165.4113
4384.542, 169.4440
4386.471, 168.9422
4388.399, 165.9769
4390.328, 161.8583
4392.256, 161.7849
4394.185, 164.9309
4396.113, 164.9563
4398.042, 164.0280
4399.970, 163.2260
4401.899, 162.0182
4403.827, 161.4989
4405.756, 164.7996
4407.684, 164.5113
4409.613, 160.3722
4411.541, 166.2346
4413.470, 170.2937
4415.398, 161.9144
4417.327, 162.5141
4419.255, 167.4174
4421.184, 165.6669
4423.112, 165.2046
4425.041, 167.5901
4426.969, 166.8982
4428.897, 166.4391
4430.826, 168.6854
4432.754, 167.6303
4434.683, 165.5525
4436.611, 168.8821
4438.540, 170.2235
4440.468, 168.4814
4442.396, 168.2644
4444.325, 167.8230
4446.253, 165.7485
